Rogers Park,West Ridge,Uptown,Lincoln Square,North Center,Lake View,Lincoln Park,Near North Side,Edison Park,Norwood Park,Jefferson Park,Forest Glen,North Park,Albany Park,Portage Park,Irving Park,Dunning,Montclaire,Belmont Cragin,Hermosa,Avondale,Logan Square,Humboldt park,West Town,Austin,West Garfield Park,East Garfield Park,Near West Side,North Lawndale,South Lawndale,Lower West Side,Loop,Near South Side,Armour Square,Douglas,Oakland,Fuller Park,Grand Boulevard,Kenwood,Washington Park,Hyde Park,Woodlawn,South Shore,Chatham,Avalon Park,South Chicago,Burnside,Calumet Heights,Roseland,Pullman,South Deering,East Side,West Pullman,Riverdale,Hegewisch,Garfield Ridge,Archer Heights,Brighton Park,McKinley Park,Bridgeport,New City,West Elsdon,Gage Park,Clearing,West Lawn,Chicago Lawn,West Englewood,Englewood,Greater Grand Crossing,Ashburn,Auburn Gresham,Beverly,Washington Height,Mount Greenwood,Morgan Park,O'Hare,Edgewater,CHICAGO
39,46,20,17,6,5,2,1,8,21,25,11,33,53,35,34,28,50,70,71,42,23,85,10,73,92,83,15,87,96,76,3,7,82,47,78,97,57,26,88,14,58,55,60,41,75,79,38,52,51,65,64,62,98,44,32,67,84,61,43,91,69,93,29,56,80,89,94,66,37,74,12,48,16,30,24,19,
