Rogers Park,West Ridge,Uptown,Lincoln Square,North Center,Lakeview,Lincoln Park,Near North Side,Edison Park,Norwood Park,Jefferson Park,Forest Glen,North Park,Albany Park,Portage Park,Irving Park,Dunning,Montclare ,Belmont Cragin,Hermosa,Avondale,Logan Square,Humboldt Park,West Town,Austin,West Garfield Park,East Garfield Park,Near West Side,North Lawndale,South Lawndale,Lower West Side,Loop,Near South Side,Armour Square,Douglas ,Oakland,Fuller Park,Grand Boulevard,Kenwood,Washington Park,Hyde Park,Woodlawn,South Shore,Chatham,Avalon Park,South Chicago,Burnside,Calumet Heights,Roseland,Pullman,South Deering,East Side,West Pullman,Riverdale,Hegewisch,Garfield Ridge,Archer Heights,Brighton Park,McKinley Park,Bridgeport,New City,West Elsdon,Gage Park,Clearing,West Lawn,Chicago Lawn,West Englewood,Englewood,Greater Grand Crossing,Ashburn,Auburn Gresham,Beverly,Washington Heights,Mount Greenwood,Morgan Park,O'Hare,Edgewater,CHICAGO 
78.2,81.1,76.9,81.6,82.8,82.7,82.3,86,83,82,80.9,84.8,86,81.7,81.1,80.6,72.7,81.4,80.4,82,80.9,81.3,75.6,80.5,72.6,70.6,73.5,80,73.5,83.2,82.9,86.4,82.3,83.7,75.7,77,73.3,75.7,82.1,71.3,83.8,76,73.5,75.4,77.4,74.2,79.3,79,74.1,78.6,78.2,79.9,73,80.5,79.2,81,81.3,82,82.3,81.5,75.5,82.6,80.5,78.8,81.9,76.3,71.5,72,72.5,79.3,73.8,82,76.4,81,76.9,84,80.7,78
